| Series   |   Mass |   Trise |   kpush | EOS   |   EOS int |     xi175 |    xi200 |   Outcome |   M_rem |   M_collapse |   M_Fe |   M_CO |   M_He |    M_H |      E_exp | t_exp            | machine   | working_dir                                                                                              | target_dir                                                                                               |
| s        |   24.4 |     0.4 |  0      | DD2   |         0 |  1.34617  | 0.828644 |         4 | 7.043   |       13.177 |  1.612 |  6.792 |  8.032 |  5.145 | -0.130712  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s24.4_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s24.4_trise400_k4.3                                           |
| s        |   24.6 |     0.4 |  0      | DD2   |         0 |  1.34438  | 0.801909 |         4 | 7.079   |       13.46  |  1.609 |  6.838 |  8.06  |  5.4   | -0.132467  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s24.6_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s24.6_trise400_k4.3                                           |
| s        |   24.8 |     0.4 |  0      | DD2   |         0 |  1.26393  | 0.717988 |         4 | 7.248   |       13.111 |  1.598 |  6.966 |  8.207 |  4.904 | -0.136561  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s24.8_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s24.8_trise400_k4.3                                           |
| s        |   25   |     0.4 |  1.226  | DD2   |         0 |  1.12531  | 0.634803 |         4 | 7.346   |       12.531 |  1.62  |  7.131 |  8.364 |  4.167 | -0.144849  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.0_trise400_k4.3                                           |
| s        |   25.2 |     0.4 |  0.2088 | DD2   |         0 |  1.19767  | 0.689622 |         4 | 7.388   |       13.119 |  1.633 |  7.113 |  8.352 |  4.768 | -0.140879  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.2_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.2_trise400_k4.3                                           |
| s        |   25.4 |     0.4 |  0      | DD2   |         0 |  1.27306  | 0.770296 |         4 | 7.261   |       14.144 |  1.61  |  7.02  |  8.244 |  5.9   | -0.139061  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.4_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.4_trise400_k4.3                                           |
| s        |   25.6 |     0.4 |  0.2342 | DD2   |         0 |  1.20204  | 0.688342 |         4 | 7.362   |       14.127 |  1.627 |  7.084 |  8.323 |  5.804 | -0.140239  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.6_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.6_trise400_k4.3                                           |
| s        |   25.8 |     0.4 |  4.04   | DD2   |         0 |  0.893873 | 0.384098 |         0 | 1.60863 |       12.364 |  1.556 |  7.41  |  8.659 |  3.705 |  0.979045  | 0.35099715925074 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.8_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s25.8_trise400_k4.3                                           |
| s        |   26   |     0.4 |  2.156  | DD2   |         0 |  1.13497  | 0.576061 |         0 | 1.75209 |       12.942 |  1.61  |  6.869 |  8.67  |  4.272 |  0.501881  | 0.55308019553185 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.0_trise400_k4.3                                           |
| s        |   26.2 |     0.4 |  4.276  | DD2   |         0 |  0.640244 | 0.319572 |         0 | 1.53594 |       12.233 |  1.538 |  7.629 |  8.873 |  3.359 |  0.973446  | 0.32665912080477 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.2_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.2_trise400_k4.3                                           |
| s        |   26.4 |     0.4 |  4.232  | DD2   |         0 |  0.589681 | 0.336997 |         0 | 1.52386 |       12.546 |  1.555 |  7.624 |  8.888 |  3.657 |  0.99607   | 0.31853113234933 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.4_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.4_trise400_k4.3                                           |
| s        |   26.6 |     0.4 |  4.278  | DD2   |         0 |  0.557692 | 0.318242 |         0 | 1.51258 |       13.182 |  1.54  |  7.575 |  8.819 |  4.363 |  1.00063   | 0.30698958683658 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.6_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.6_trise400_k4.3                                           |
| s        |   26.8 |     0.4 |  4.279  | DD2   |         0 |  0.59373  | 0.3182   |         0 | 1.52145 |       12.988 |  1.547 |  7.584 |  8.852 |  4.136 |  1.00133   | 0.31298185659803 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.8_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s26.8_trise400_k4.3                                           |
| s        |   27   |     0.4 |  4.291  | DD2   |         0 |  0.535001 | 0.311855 |         0 | 1.5037  |       12.45  |  1.507 |  7.196 |  9.095 |  3.355 |  0.974703  | 0.34175358502888 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.0_trise400_k4.3                                           |
| s        |   27.2 |     0.4 |  4.29   | DD2   |         0 |  0.531226 | 0.312017 |         0 | 1.49965 |       12.752 |  1.508 |  7.173 |  9.097 |  3.656 |  0.981065  | 0.33966144672123 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.2_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.2_trise400_k4.3                                           |
| s        |   27.4 |     0.4 |  4.242  | DD2   |         0 |  0.661181 | 0.333527 |         0 | 1.53995 |       13.041 |  1.536 |  7.885 |  9.133 |  3.908 |  0.976302  | 0.34033599372939 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.4_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.4_trise400_k4.3                                           |
| s        |   27.6 |     0.4 |  4.249  | DD2   |         0 |  0.608692 | 0.330856 |         0 | 1.52306 |       12.788 |  1.533 |  7.999 |  9.213 |  3.575 |  0.982716  | 0.33613757201215 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.6_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.6_trise400_k4.3                                           |
| s        |   27.8 |     0.4 |  4.25   | DD2   |         0 |  0.614248 | 0.330302 |         0 | 1.5295  |       12.564 |  1.516 |  8.171 |  9.362 |  3.202 |  0.966993  | 0.33868024842372 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.8_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s27.8_trise400_k4.3                                           |
| s        |   28   |     0.4 |  4.298  | DD2   |         0 |  0.528378 | 0.307264 |         0 | 1.49561 |       12.67  |  1.505 |  8.225 |  9.411 |  3.26  |  0.96373   | 0.32583631341510 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s28.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s28.0_trise400_k4.3                                           |
| s        |   28.2 |     0.4 |  4.248  | DD2   |         0 |  0.509348 | 0.331273 |         0 | 1.48265 |       12.807 |  1.526 |  7.453 |  9.405 |  3.402 |  1.18649   | 0.41856579604644 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s28.2_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s28.2_trise400_k4.3                                           |
| s        |   29   |     0.4 |  4.322  | DD2   |         0 |  0.431075 | 0.277623 |         0 | 1.45095 |       12.614 |  1.534 |  7.58  |  9.531 |  3.084 |  1.04509   | 0.38722573283708 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s29.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s29.0_trise400_k4.3                                           |
| s        |   30   |     0.4 |  4.07   | DD2   |         0 |  0.580596 | 0.378005 |         0 | 1.53273 |       12.243 |  1.462 |  9.121 | 10.014 |  2.23  |  1.23558   | 0.44757768366804 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s30.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s30.0_trise400_k4.3                                           |
| s        |   31   |     0.4 |  4.318  | DD2   |         0 |  0.386999 | 0.262394 |         0 | 1.42808 |       11.712 |  1.449 |  8.494 | 10.56  |  1.152 |  0.930305  | 0.34218148046748 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s31.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s31.0_trise400_k4.3                                           |
| s        |   32   |     0.4 |  4.267  | DD2   |         0 |  0.542445 | 0.3236   |         0 | 1.50936 |       11.995 |  1.481 |  8.349 | 10.441 |  1.553 |  1.06865   | 0.36443662541517 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s32.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s32.0_trise400_k4.3                                           |
| s        |   33   |     0.4 |  4.142  | DD2   |         0 |  0.709364 | 0.362263 |         0 | 1.55679 |       11.44  |  1.512 |  8.932 | 11.32  |  0.12  |  1.04899   | 0.36818784628114 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s33.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s33.0_trise400_k4.3                                           |
| s        |   34   |     0.4 |  3.889  | DD2   |         0 |  0.870157 | 0.409925 |         0 | 1.60307 |       11.775 |  1.529 | 10.246 |  0     |  0     |  0.988491  | 0.38657627206676 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s34.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s34.0_trise400_k4.3                                           |
| s        |   35   |     0.4 |  4.274  | DD2   |         0 |  0.552382 | 0.320238 |         0 | 1.51742 |       10.64  |  1.488 |  9.152 |  0     |  0     |  1.01351   | 0.35803371083182 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s35.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s35.0_trise400_k4.3                                           |
| s        |   36   |     0.4 |  4.206  | DD2   |         0 |  0.617545 | 0.345111 |         0 | 1.53353 |       10.303 |  1.486 |  8.817 |  0     |  0     |  1.04754   | 0.37620020619656 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s36.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s36.0_trise400_k4.3                                           |
| s        |   37   |     0.4 |  3.306  | DD2   |         0 |  0.747163 | 0.481341 |         0 | 1.6324  |        9.72  |  1.465 |  8.255 |  0     |  0     |  1.25208   | 0.47543155980743 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s37.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s37.0_trise400_k4.3                                           |
| s        |   38   |     0.4 |  4.267  | DD2   |         0 |  0.514238 | 0.323477 |         0 | 1.4948  |        9.27  |  1.519 |  7.75  |  0     |  0     |  0.965169  | 0.33463866241192 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s38.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s38.0_trise400_k4.3                                           |
| s        |   39   |     0.4 |  0.9874 | DD2   |         0 |  1.19272  | 0.648379 |         4 | 7.636   |        8.546 |  1.636 |  6.911 |  0     |  0     | -0.145682  | nan              | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s39.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s39.0_trise400_k4.3                                           |
| s        |   40   |     0.4 |  3.754  | DD2   |         0 |  0.919534 | 0.429394 |         0 | 1.62529 |        8.745 |  1.564 |  7.18  |  0     |  0     |  0.907082  | 0.36920500847942 | N/A       | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s40.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_s02/hydro/s40.0_trise400_k4.3                                           |
| w        |   12   |     0.4 |  3.556  | DD2   |         0 |  0.216651 | 0.096924 |         0 | 1.37468 |       10.915 |  1.29  |  2.075 |  3.137 |  7.778 |  0.814561  | 0.47104743660067 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w12.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w12.0_trise400_k4.3                                           |
| w        |   13   |     0.4 |  4.106  | DD2   |         0 |  0.359548 | 0.180756 |         0 | 1.45177 |       11.402 |  1.398 |  2.486 |  3.613 |  7.79  |  1.1953    | 0.41245837543974 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w13.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w13.0_trise400_k4.3                                           |
| w        |   14   |     0.4 |  4.31   | DD2   |         0 |  0.507491 | 0.253216 |         0 | 1.51258 |       12.006 |  1.518 |  2.798 |  3.973 |  8.033 |  1.39124   | 0.40713048041277 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w14.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w14.0_trise400_k4.3                                           |
| w        |   15   |     0.4 |  4.278  | DD2   |         0 |  0.572953 | 0.318616 |         0 | 1.51903 |       12.792 |  1.35  |  3.102 |  4.303 |  8.489 |  1.70035   | 0.43764605618632 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w15.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w15.0_trise400_k4.3                                           |
| w        |   16   |     0.4 |  4.238  | DD2   |         0 |  0.326931 | 0.216288 |         0 | 1.37963 |       13.595 |  1.376 |  3.436 |  4.65  |  8.944 |  1.19771   | 0.34875093687883 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w16.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w16.0_trise400_k4.3                                           |
| w        |   17   |     0.4 |  4.287  | DD2   |         0 |  0.368059 | 0.237142 |         0 | 1.41007 |       14.117 |  1.408 |  3.808 |  5.057 |  9.06  |  1.25112   | 0.33382712497236 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w17.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w17.0_trise400_k4.3                                           |
| w        |   18   |     0.4 |  4.176  | DD2   |         0 |  0.735611 | 0.353669 |         0 | 1.59354 |       14.824 |  1.48  |  4.158 |  5.418 |  9.407 |  1.58504   | 0.42280329380875 | N/A       | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w18.0_trise400_k4.3                                           | /nucastro2/PUSH/paperII_III/runs_w07/hydro/w18.0_trise400_k4.3                                           |
